OTU	Domain	Phylum	Class	Order	Family	Genus	Species
Zotu2615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu2532	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu2602	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Nosocomiicoccus	?
Zotu2755	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2516	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Romboutsia sedimentorum
Zotu2599	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu1982	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2564	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Negativicoccus	Negativicoccus succinicivorans
Zotu2466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
Zotu1107	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured Bacteroidales bacterium	?
Zotu2450	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	?
Zotu2522	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	?
Zotu2447	Bacteria	FCPU426	metagenome	?	?	?	?
Zotu2492	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	?
Zotu2488	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
Zotu2410	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2491	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu2480	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	?
Zotu1088	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2483	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	?
Zotu2406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured Hyphomicrobiaceae bacterium	uncultured Alphaproteobacteria bacterium
Zotu2398	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnospiraceae bacterium DW46
Zotu2443	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	?
Zotu2460	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
Zotu2433	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
Zotu2435	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	?
Zotu2417	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	?
Zotu2331	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	?	?
Zotu1365	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu988	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2412	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	?
Zotu2323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	?
Zotu2386	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	metagenome	?
Zotu2409	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
Zotu2389	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 448 str. F0400
Zotu2349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2360	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	Clostridium sp. K39
Zotu1360	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2346	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu2414	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	?
Zotu2324	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2326	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured compost bacterium	?	?
Zotu2870	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2305	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
Zotu2289	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	?
Zotu2281	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	?	?	?
Zotu2276	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	?	?
Zotu692	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2986	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu2273	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
Zotu2272	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu2269	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
Zotu2266	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu794	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured organism
Zotu2189	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
Zotu2260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium ferrugineum
Zotu665	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 317 str. F0108
Zotu2731	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
Zotu2251	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
Zotu2243	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Eubacterium sp. oral clone GI038
Zotu2204	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	Bacteroidetes oral taxon 274 str. F0058
Zotu2249	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured planctomycete
Zotu2215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?
Zotu2218	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu2766	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
Zotu2225	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	?
Zotu2226	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	Adlercreutzia muris
Zotu475	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2118	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	?
Zotu2103	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	Escherichia coli
Zotu368	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2151	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	Pelomonas saccharophila
Zotu1751	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu738	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2145	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	?
Zotu2139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Pleomorphomonas	?
Zotu608	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2130	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum	?
Zotu2127	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured organism
Zotu2108	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	?	?
Zotu1996	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerococcus	?	?
Zotu192	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2097	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	?
Zotu2093	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu282	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2091	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	?
Zotu2084	Bacteria	Armatimonadota	?	?	?	?	?
Zotu2069	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
Zotu2066	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	?
Zotu2045	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	?	?
Zotu1999	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	?	?	?
Zotu1745	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1145	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu2036	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
Zotu2605	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1868	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu2023	Bacteria	?	?	?	?	?	?
Zotu2653	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia	?
Zotu2016	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
Zotu2021	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2862	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	?
Zotu1953	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	metagenome
Zotu2007	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
Zotu1985	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured organism
Zotu1958	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Hydrotalea	?
Zotu1987	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2092	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2280	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu1984	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	?
Zotu1937	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri
Zotu1976	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	?
Zotu2707	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1967	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	?
Zotu1939	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu2427	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	?	?
Zotu2158	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	?
Zotu1926	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	?
Zotu2502	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	uncultured organism
Zotu1932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	?
Zotu1927	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	Gaiella occulta
Zotu1099	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1821	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured Bacteroidales bacterium
Zotu2562	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1920	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
Zotu1913	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	?
Zotu1916	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccus	?
Zotu1893	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	?
Zotu1832	Bacteria	Planctomycetota	OM190	?	?	?	?
Zotu1873	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	?
Zotu1883	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	?
Zotu1880	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	?	?
Zotu1836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	?
Zotu2162	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	?
Zotu1771	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1834	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium riegelii
Zotu2561	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	?
Zotu530	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
Zotu2440	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu545	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
Zotu546	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	?
Zotu816	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
Zotu482	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	?
Zotu32	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
Zotu2931	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	?	?
Zotu525	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	?
Zotu1493	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	?
Zotu519	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
Zotu2022	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	?	?	?
Zotu471	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
Zotu496	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp. 765
Zotu539	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	?
Zotu1645	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. CB1
Zotu495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	metagenome
Zotu501	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
Zotu277	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	?
Zotu2315	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	?	?
Zotu57	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae ND3007 group	?
Zotu477	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
Zotu463	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	?
Zotu461	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
Zotu765	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu457	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	?
Zotu459	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu455	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	?	?	?
Zotu452	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium minutissimum
Zotu400	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
Zotu1630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	?
Zotu1057	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	?
Zotu1336	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu449	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	?
Zotu1764	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu401	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
Zotu389	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	?
Zotu803	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
Zotu2137	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu419	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu439	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter gracilis
Zotu2669	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	uncultured organism
Zotu1811	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	?
Zotu435	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	?	?
Zotu1191	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
Zotu2363	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu1971	Bacteria	Latescibacterota	?	?	?	?	?
Zotu140	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	?
Zotu431	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	?	?
Zotu433	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
Zotu2595	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
Zotu517	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
Zotu2051	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1076	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu660	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	uncultured delta proteobacterium
Zotu2552	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	?
Zotu853	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	?
Zotu421	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu2411	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1040	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	?	?
Zotu406	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	?
Zotu383	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	?
Zotu2948	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu1669	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu2240	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Apibacter	?
Zotu933	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
Zotu1761	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	?
Zotu1292	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
Zotu1302	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	?
Zotu393	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu236	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	?	?
Zotu790	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
Zotu398	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	?	?
Zotu396	Bacteria	Bacteroidota	Bacteroidia	?	?	?	?
Zotu97	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
Zotu397	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter arilaitensis
Zotu388	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
Zotu424	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	?
Zotu360	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	?
Zotu555	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	?
Zotu1802	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	?	?	?
Zotu379	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group	?
Zotu132	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	?
Zotu2155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	?
Zotu832	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Anaeroplasma	?
Zotu370	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu34	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	?
Zotu265	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
Zotu339	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	?	?
Zotu2984	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter	?
Zotu44	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	?
Zotu607	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu332	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured Bacteroidales bacterium	?
Zotu656	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chishuiella	Empedobacter sp. F-Fue-04TIIa
Zotu288	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	?
Zotu1978	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61	uncultured beta proteobacterium
Zotu1379	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured organism	?
Zotu403	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
Zotu330	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva
Zotu858	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu1941	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Antricoccus	?
Zotu1529	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus	Methylophilus methylotrophus
Zotu2569	Bacteria	Firmicutes	Clostridia	?	?	?	?
Zotu543	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	?
Zotu2056	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	?	?	?
Zotu874	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Asinibacterium	?
Zotu1141	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	?
Zotu2028	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	?
